"","Cell","Batch","Group","ExpLibSize"
"Cell501","Cell501","Batch1","Group1",69612.9920275654
"Cell502","Cell502","Batch1","Group2",71003.1033841064
"Cell503","Cell503","Batch1","Group1",71044.0480126183
"Cell504","Cell504","Batch1","Group2",57618.0239820112
"Cell505","Cell505","Batch1","Group2",74424.7079152503
"Cell506","Cell506","Batch1","Group1",60512.1992294738
"Cell507","Cell507","Batch1","Group2",65991.4502772894
"Cell508","Cell508","Batch1","Group1",48955.9575751269
"Cell509","Cell509","Batch1","Group2",62690.3644936247
"Cell510","Cell510","Batch1","Group1",38346.5637832041
"Cell511","Cell511","Batch1","Group1",59053.5646629312
"Cell512","Cell512","Batch1","Group1",59368.4269551169
"Cell513","Cell513","Batch1","Group1",63839.9882477233
"Cell514","Cell514","Batch1","Group1",92942.3917709418
"Cell515","Cell515","Batch1","Group2",42772.3371322699
"Cell516","Cell516","Batch1","Group2",50235.2888412238
"Cell517","Cell517","Batch1","Group2",65344.9291797343
"Cell518","Cell518","Batch1","Group1",79874.5170453219
"Cell519","Cell519","Batch1","Group1",59133.1905779179
"Cell520","Cell520","Batch1","Group2",65930.7314228702
"Cell521","Cell521","Batch1","Group1",49384.3863853212
"Cell522","Cell522","Batch1","Group2",56575.8645807847
"Cell523","Cell523","Batch1","Group1",68261.3626354081
"Cell524","Cell524","Batch1","Group2",59099.258273235
"Cell525","Cell525","Batch1","Group1",52583.3434462791
"Cell526","Cell526","Batch1","Group2",69409.72504277
"Cell527","Cell527","Batch1","Group1",59676.9251889643
"Cell528","Cell528","Batch1","Group2",57546.1856613137
"Cell529","Cell529","Batch1","Group1",53376.7340910615
"Cell530","Cell530","Batch1","Group1",63714.0278024238
"Cell531","Cell531","Batch1","Group2",48396.0639950014
"Cell532","Cell532","Batch1","Group1",60948.3476697403
"Cell533","Cell533","Batch1","Group1",83331.3230482142
"Cell534","Cell534","Batch1","Group1",83544.4507142705
"Cell535","Cell535","Batch1","Group1",63846.7975958469
"Cell536","Cell536","Batch1","Group1",51040.7788795849
"Cell537","Cell537","Batch1","Group2",51022.4679145973
"Cell538","Cell538","Batch1","Group2",47818.1894197805
"Cell539","Cell539","Batch1","Group1",66206.398633662
"Cell540","Cell540","Batch1","Group2",68878.8089767304
"Cell541","Cell541","Batch1","Group1",59388.1601741919
"Cell542","Cell542","Batch1","Group2",57642.01571747
"Cell543","Cell543","Batch1","Group2",71824.1282954385
"Cell544","Cell544","Batch1","Group1",52311.5582191913
"Cell545","Cell545","Batch1","Group1",56264.4912237019
"Cell546","Cell546","Batch1","Group2",73799.8599682424
"Cell547","Cell547","Batch1","Group1",54265.0142840534
"Cell548","Cell548","Batch1","Group2",52311.023182099
"Cell549","Cell549","Batch1","Group2",66700.7290051185
"Cell550","Cell550","Batch1","Group2",56273.8809006779
"Cell551","Cell551","Batch1","Group2",75669.4024885405
"Cell552","Cell552","Batch1","Group2",65263.2683163853
"Cell553","Cell553","Batch1","Group2",45452.0807496626
"Cell554","Cell554","Batch1","Group2",58638.1824835356
"Cell555","Cell555","Batch1","Group2",69036.3274892323
"Cell556","Cell556","Batch1","Group1",51513.2470231301
"Cell557","Cell557","Batch1","Group1",78037.2962068067
"Cell558","Cell558","Batch1","Group2",75142.4716156468
"Cell559","Cell559","Batch1","Group1",38047.0867195169
"Cell560","Cell560","Batch1","Group1",53961.8843845622
"Cell561","Cell561","Batch1","Group1",69980.4417427472
"Cell562","Cell562","Batch1","Group2",54041.5568480587
"Cell563","Cell563","Batch1","Group2",49551.3310007639
"Cell564","Cell564","Batch1","Group1",100644.214666371
"Cell565","Cell565","Batch1","Group2",64410.1191978378
"Cell566","Cell566","Batch1","Group1",72470.9536929957
"Cell567","Cell567","Batch1","Group1",80816.4290473668
"Cell568","Cell568","Batch1","Group1",72032.8787189956
"Cell569","Cell569","Batch1","Group1",48272.2504197611
"Cell570","Cell570","Batch1","Group1",60158.4326988338
"Cell571","Cell571","Batch1","Group1",46519.8808428168
"Cell572","Cell572","Batch1","Group1",56795.9790350264
"Cell573","Cell573","Batch1","Group1",50492.3271466321
"Cell574","Cell574","Batch1","Group2",42900.6580954698
"Cell575","Cell575","Batch1","Group2",68714.3999253676
"Cell576","Cell576","Batch1","Group2",64832.0793748978
"Cell577","Cell577","Batch1","Group2",79231.0921217045
"Cell578","Cell578","Batch1","Group2",64429.7077957112
"Cell579","Cell579","Batch1","Group1",75768.9959344477
"Cell580","Cell580","Batch1","Group2",53444.0606969192
"Cell581","Cell581","Batch1","Group1",44702.2095691558
"Cell582","Cell582","Batch1","Group2",48830.9456051808
"Cell583","Cell583","Batch1","Group2",79416.9782872997
"Cell584","Cell584","Batch1","Group2",46450.3181619454
"Cell585","Cell585","Batch1","Group2",48762.5010592661
"Cell586","Cell586","Batch1","Group1",82612.3582327479
"Cell587","Cell587","Batch1","Group2",94847.1481403846
"Cell588","Cell588","Batch1","Group2",86559.2380669718
"Cell589","Cell589","Batch1","Group1",53866.3925339537
"Cell590","Cell590","Batch1","Group2",74953.6397881401
"Cell591","Cell591","Batch1","Group1",55717.2959577684
"Cell592","Cell592","Batch1","Group2",62385.4036264003
"Cell593","Cell593","Batch1","Group1",47958.8102943685
"Cell594","Cell594","Batch1","Group1",92878.4246301398
"Cell595","Cell595","Batch1","Group2",59686.8956144156
"Cell596","Cell596","Batch1","Group2",53900.3092644934
"Cell597","Cell597","Batch1","Group2",58185.4593657741
"Cell598","Cell598","Batch1","Group1",63612.9908865761
"Cell599","Cell599","Batch1","Group1",45461.7443634824
"Cell600","Cell600","Batch1","Group1",52108.3141187865
"Cell601","Cell601","Batch1","Group1",65182.5091315515
"Cell602","Cell602","Batch1","Group1",81596.2488431213
"Cell603","Cell603","Batch1","Group2",65943.7387917871
"Cell604","Cell604","Batch1","Group1",64881.7270801958
"Cell605","Cell605","Batch1","Group1",51274.9786673445
"Cell606","Cell606","Batch1","Group2",49716.3291510789
"Cell607","Cell607","Batch1","Group2",54944.3846097464
"Cell608","Cell608","Batch1","Group1",52895.3452895615
"Cell609","Cell609","Batch1","Group1",59106.7851782875
"Cell610","Cell610","Batch1","Group2",67781.6675786579
"Cell611","Cell611","Batch1","Group2",61953.9820594221
"Cell612","Cell612","Batch1","Group2",70703.6711234759
"Cell613","Cell613","Batch1","Group2",73183.195506681
"Cell614","Cell614","Batch1","Group2",52577.1652767233
"Cell615","Cell615","Batch1","Group1",68895.4386950891
"Cell616","Cell616","Batch1","Group1",66410.0688872168
"Cell617","Cell617","Batch1","Group1",75707.8382313401
"Cell618","Cell618","Batch1","Group1",105736.85068478
"Cell619","Cell619","Batch1","Group2",77548.5663393926
"Cell620","Cell620","Batch1","Group1",55738.015517749
"Cell621","Cell621","Batch1","Group2",73299.2306132065
"Cell622","Cell622","Batch1","Group1",59913.4160500544
"Cell623","Cell623","Batch1","Group1",65428.034103642
"Cell624","Cell624","Batch1","Group1",41279.3328166978
"Cell625","Cell625","Batch1","Group1",67106.9943915875
"Cell626","Cell626","Batch1","Group2",58851.682343996
"Cell627","Cell627","Batch1","Group2",51520.6013221898
"Cell628","Cell628","Batch1","Group2",65990.9102923136
"Cell629","Cell629","Batch1","Group1",58137.2198285676
"Cell630","Cell630","Batch1","Group1",42704.6502530135
"Cell631","Cell631","Batch1","Group2",51066.4540912457
"Cell632","Cell632","Batch1","Group2",81011.0745673952
"Cell633","Cell633","Batch1","Group2",87591.6088474893
"Cell634","Cell634","Batch1","Group2",68044.3928624483
"Cell635","Cell635","Batch1","Group2",67569.7518749871
"Cell636","Cell636","Batch1","Group1",68626.8330630187
"Cell637","Cell637","Batch1","Group2",47271.6653854079
"Cell638","Cell638","Batch1","Group1",42122.8591246508
"Cell639","Cell639","Batch1","Group2",61491.7687322702
"Cell640","Cell640","Batch1","Group1",58227.8561650925
"Cell641","Cell641","Batch1","Group1",48431.629003028
"Cell642","Cell642","Batch1","Group2",63239.4649404081
"Cell643","Cell643","Batch1","Group1",61239.0142711285
"Cell644","Cell644","Batch1","Group2",53643.1149770049
"Cell645","Cell645","Batch1","Group2",55394.9811358512
"Cell646","Cell646","Batch1","Group2",69623.6686568482
"Cell647","Cell647","Batch1","Group2",58612.4934309582
"Cell648","Cell648","Batch1","Group1",83349.7792263372
"Cell649","Cell649","Batch1","Group1",57163.6816914638
"Cell650","Cell650","Batch1","Group2",74516.7117053125
"Cell651","Cell651","Batch1","Group1",45683.1969753769
"Cell652","Cell652","Batch1","Group2",73160.5820598799
"Cell653","Cell653","Batch1","Group2",67652.6406917207
"Cell654","Cell654","Batch1","Group1",46848.1880574205
"Cell655","Cell655","Batch1","Group1",50543.6214217332
"Cell656","Cell656","Batch1","Group1",73527.3061507506
"Cell657","Cell657","Batch1","Group1",60422.1279319287
"Cell658","Cell658","Batch1","Group1",52547.8797223095
"Cell659","Cell659","Batch1","Group2",65918.9857179689
"Cell660","Cell660","Batch1","Group2",51465.9668672905
"Cell661","Cell661","Batch1","Group1",48177.6289036685
"Cell662","Cell662","Batch1","Group1",60676.7022762653
"Cell663","Cell663","Batch1","Group1",55011.5000188707
"Cell664","Cell664","Batch1","Group2",55169.0710797839
"Cell665","Cell665","Batch1","Group2",48650.4572063026
"Cell666","Cell666","Batch1","Group1",48125.8143444767
"Cell667","Cell667","Batch1","Group1",54924.4083281581
"Cell668","Cell668","Batch1","Group1",60004.3702827381
"Cell669","Cell669","Batch1","Group2",60717.9627293803
"Cell670","Cell670","Batch1","Group2",60023.0657683714
"Cell671","Cell671","Batch1","Group1",68118.3751438621
"Cell672","Cell672","Batch1","Group2",56958.1285694469
"Cell673","Cell673","Batch1","Group1",57298.4219515125
"Cell674","Cell674","Batch1","Group2",81253.1834098595
"Cell675","Cell675","Batch1","Group2",70194.4226680578
"Cell676","Cell676","Batch1","Group1",59921.4628447498
"Cell677","Cell677","Batch1","Group2",70119.5291690254
"Cell678","Cell678","Batch1","Group1",79771.0940575314
"Cell679","Cell679","Batch1","Group2",54745.5653104532
"Cell680","Cell680","Batch1","Group2",95902.9194139855
"Cell681","Cell681","Batch1","Group1",51929.7307187597
"Cell682","Cell682","Batch1","Group1",41347.7054086256
"Cell683","Cell683","Batch1","Group1",67626.4480966701
"Cell684","Cell684","Batch1","Group2",124320.327036678
"Cell685","Cell685","Batch1","Group2",76328.0254478672
"Cell686","Cell686","Batch1","Group1",39596.7986213631
"Cell687","Cell687","Batch1","Group1",50441.1090681152
"Cell688","Cell688","Batch1","Group1",73310.8630280785
"Cell689","Cell689","Batch1","Group2",65765.2349752347
"Cell690","Cell690","Batch1","Group1",48914.2475745579
"Cell691","Cell691","Batch1","Group2",51391.7788609856
"Cell692","Cell692","Batch1","Group1",77878.2262717927
"Cell693","Cell693","Batch1","Group1",55359.6953799727
"Cell694","Cell694","Batch1","Group2",49928.5218303634
"Cell695","Cell695","Batch1","Group1",51310.7891876139
"Cell696","Cell696","Batch1","Group2",86017.7086415393
"Cell697","Cell697","Batch1","Group2",71139.6141236501
"Cell698","Cell698","Batch1","Group2",44435.6775991305
"Cell699","Cell699","Batch1","Group1",53677.057123384
"Cell700","Cell700","Batch1","Group2",58017.4741241952
"Cell701","Cell701","Batch1","Group2",53254.3864047132
"Cell702","Cell702","Batch1","Group2",62362.2600504588
"Cell703","Cell703","Batch1","Group1",56874.665248678
"Cell704","Cell704","Batch1","Group1",59895.9696292153
"Cell705","Cell705","Batch1","Group2",80056.4497388309
"Cell706","Cell706","Batch1","Group1",54606.040043092
"Cell707","Cell707","Batch1","Group1",65316.9472664994
"Cell708","Cell708","Batch1","Group2",81581.0507816644
"Cell709","Cell709","Batch1","Group1",63517.1386212931
"Cell710","Cell710","Batch1","Group2",57756.1990454396
"Cell711","Cell711","Batch1","Group2",49781.0416303405
"Cell712","Cell712","Batch1","Group1",82800.9193173856
"Cell713","Cell713","Batch1","Group2",71155.13165128
"Cell714","Cell714","Batch1","Group2",64463.9596623408
"Cell715","Cell715","Batch1","Group1",40332.6918344403
"Cell716","Cell716","Batch1","Group2",66099.2925206633
"Cell717","Cell717","Batch1","Group1",53015.5230962658
"Cell718","Cell718","Batch1","Group1",65122.1416010368
"Cell719","Cell719","Batch1","Group1",51164.5442189249
"Cell720","Cell720","Batch1","Group2",57134.2691000265
"Cell721","Cell721","Batch1","Group1",47717.9391370815
"Cell722","Cell722","Batch1","Group1",57106.9861286618
"Cell723","Cell723","Batch1","Group2",60292.189456652
"Cell724","Cell724","Batch1","Group2",51747.7373637945
"Cell725","Cell725","Batch1","Group1",52561.3057947838
"Cell726","Cell726","Batch1","Group2",56939.085193383
"Cell727","Cell727","Batch1","Group2",63978.9039757646
"Cell728","Cell728","Batch1","Group1",65574.6030969369
"Cell729","Cell729","Batch1","Group1",71430.6414439248
"Cell730","Cell730","Batch1","Group2",86050.759336455
"Cell731","Cell731","Batch1","Group2",50485.6804095289
"Cell732","Cell732","Batch1","Group2",43292.8203273036
"Cell733","Cell733","Batch1","Group2",50821.2775665915
"Cell734","Cell734","Batch1","Group2",57949.2691862358
"Cell735","Cell735","Batch1","Group2",63848.5556663296
"Cell736","Cell736","Batch1","Group1",89584.7899914575
"Cell737","Cell737","Batch1","Group2",83655.61436176
"Cell738","Cell738","Batch1","Group1",49158.1805133127
"Cell739","Cell739","Batch1","Group1",76024.6337115724
"Cell740","Cell740","Batch1","Group2",60144.7424084029
"Cell741","Cell741","Batch1","Group1",66750.2247413349
"Cell742","Cell742","Batch1","Group1",73361.1906148882
"Cell743","Cell743","Batch1","Group1",75049.8984257793
"Cell744","Cell744","Batch1","Group1",62927.3681919396
"Cell745","Cell745","Batch1","Group1",69368.6750078175
"Cell746","Cell746","Batch1","Group1",58844.3345683841
"Cell747","Cell747","Batch1","Group2",50068.8147063136
"Cell748","Cell748","Batch1","Group2",63558.9271987931
"Cell749","Cell749","Batch1","Group1",59831.3578199688
"Cell750","Cell750","Batch1","Group1",67399.0511512729
"Cell751","Cell751","Batch1","Group1",52309.4652064126
"Cell752","Cell752","Batch1","Group1",69316.0157546319
"Cell753","Cell753","Batch1","Group2",60386.9035635075
"Cell754","Cell754","Batch1","Group2",61891.8699169423
"Cell755","Cell755","Batch1","Group2",78018.5817130115
"Cell756","Cell756","Batch1","Group1",46271.173374462
"Cell757","Cell757","Batch1","Group1",54830.3529729398
"Cell758","Cell758","Batch1","Group1",52672.9886621717
"Cell759","Cell759","Batch1","Group2",48132.9819258382
"Cell760","Cell760","Batch1","Group2",46118.0748423397
"Cell761","Cell761","Batch1","Group2",56661.610858547
"Cell762","Cell762","Batch1","Group2",93902.2442787189
"Cell763","Cell763","Batch1","Group1",75580.8335563159
"Cell764","Cell764","Batch1","Group2",70341.6592141649
"Cell765","Cell765","Batch1","Group2",57759.1317822921
"Cell766","Cell766","Batch1","Group2",50826.2233175629
"Cell767","Cell767","Batch1","Group1",61407.8500086533
"Cell768","Cell768","Batch1","Group2",64693.5188521419
"Cell769","Cell769","Batch1","Group1",63060.6523865508
"Cell770","Cell770","Batch1","Group2",54902.6157020791
"Cell771","Cell771","Batch1","Group2",66607.7939367585
"Cell772","Cell772","Batch1","Group2",57351.9955125993
"Cell773","Cell773","Batch1","Group2",64114.1833090153
"Cell774","Cell774","Batch1","Group2",67767.227438727
"Cell775","Cell775","Batch1","Group1",57540.422643941
"Cell776","Cell776","Batch1","Group1",51167.8553449124
"Cell777","Cell777","Batch1","Group2",72608.6150914875
"Cell778","Cell778","Batch1","Group2",45707.1882960715
"Cell779","Cell779","Batch1","Group2",62069.7736175756
"Cell780","Cell780","Batch1","Group1",55500.7055889262
"Cell781","Cell781","Batch1","Group1",53657.1082354081
"Cell782","Cell782","Batch1","Group2",66931.5657601619
"Cell783","Cell783","Batch1","Group2",96075.4591056314
"Cell784","Cell784","Batch1","Group2",57398.1824414519
"Cell785","Cell785","Batch1","Group2",56129.5300613468
"Cell786","Cell786","Batch1","Group1",80050.1378904458
"Cell787","Cell787","Batch1","Group1",45327.8974386535
"Cell788","Cell788","Batch1","Group1",72226.7308675652
"Cell789","Cell789","Batch1","Group2",37968.4139250428
"Cell790","Cell790","Batch1","Group2",54858.5313370436
"Cell791","Cell791","Batch1","Group2",51877.2589004057
"Cell792","Cell792","Batch1","Group1",68198.1099714044
"Cell793","Cell793","Batch1","Group2",74807.029522454
"Cell794","Cell794","Batch1","Group2",58019.9265550759
"Cell795","Cell795","Batch1","Group2",49292.375842076
"Cell796","Cell796","Batch1","Group1",53914.0952509766
"Cell797","Cell797","Batch1","Group1",51906.6733507184
"Cell798","Cell798","Batch1","Group2",78388.8386909651
"Cell799","Cell799","Batch1","Group2",52331.0545155275
"Cell800","Cell800","Batch1","Group2",60789.5751125679
"Cell801","Cell801","Batch1","Group2",55081.0428080034
"Cell802","Cell802","Batch1","Group2",80421.0603935074
"Cell803","Cell803","Batch1","Group1",56555.5280879842
"Cell804","Cell804","Batch1","Group2",67842.72467435
"Cell805","Cell805","Batch1","Group2",69065.6451162667
"Cell806","Cell806","Batch1","Group2",55065.5605440249
"Cell807","Cell807","Batch1","Group2",73337.669684892
"Cell808","Cell808","Batch1","Group2",59105.1872492752
"Cell809","Cell809","Batch1","Group1",56573.5167898795
"Cell810","Cell810","Batch1","Group1",50374.6142669062
"Cell811","Cell811","Batch1","Group2",54964.9797993677
"Cell812","Cell812","Batch1","Group2",65948.3832512526
"Cell813","Cell813","Batch1","Group2",67588.3239513617
"Cell814","Cell814","Batch1","Group2",37982.9358492879
"Cell815","Cell815","Batch1","Group2",52003.9475483374
"Cell816","Cell816","Batch1","Group2",58223.0805845872
"Cell817","Cell817","Batch1","Group2",66168.325259656
"Cell818","Cell818","Batch1","Group1",70130.4371361817
"Cell819","Cell819","Batch1","Group2",47583.4129813822
"Cell820","Cell820","Batch1","Group1",74580.8624582222
"Cell821","Cell821","Batch1","Group2",62393.9028346445
"Cell822","Cell822","Batch1","Group2",66820.0084072276
"Cell823","Cell823","Batch1","Group2",60465.9818402597
"Cell824","Cell824","Batch1","Group1",76107.077564373
