"","Cell","Batch","Group","ExpLibSize"
"Cell501","Cell501","Batch1","Group1",60379.2812031319
"Cell502","Cell502","Batch1","Group1",86834.5186131326
"Cell503","Cell503","Batch1","Group1",59752.4185402053
"Cell504","Cell504","Batch1","Group2",73337.6148608489
"Cell505","Cell505","Batch1","Group2",60933.2307958043
"Cell506","Cell506","Batch1","Group2",44065.2241076568
"Cell507","Cell507","Batch1","Group1",76166.6791577594
"Cell508","Cell508","Batch1","Group1",51264.4637557359
"Cell509","Cell509","Batch1","Group1",68586.840054664
"Cell510","Cell510","Batch1","Group2",58485.317591356
"Cell511","Cell511","Batch1","Group1",49910.4407481958
"Cell512","Cell512","Batch1","Group1",61034.0019665855
"Cell513","Cell513","Batch1","Group2",54219.5904468637
"Cell514","Cell514","Batch1","Group1",47737.2941865879
"Cell515","Cell515","Batch1","Group2",63513.1888636624
"Cell516","Cell516","Batch1","Group2",43591.9488048445
"Cell517","Cell517","Batch1","Group2",75151.8430528356
"Cell518","Cell518","Batch1","Group2",63970.5470549059
"Cell519","Cell519","Batch1","Group2",72417.5518992916
"Cell520","Cell520","Batch1","Group1",58214.7556728695
"Cell521","Cell521","Batch1","Group2",54545.4004930975
"Cell522","Cell522","Batch1","Group2",59506.4130111309
"Cell523","Cell523","Batch1","Group2",59913.9058711896
"Cell524","Cell524","Batch1","Group1",68847.5548934684
"Cell525","Cell525","Batch1","Group2",55935.5961091461
"Cell526","Cell526","Batch1","Group1",55608.5183688935
"Cell527","Cell527","Batch1","Group1",42425.9240903638
"Cell528","Cell528","Batch1","Group2",52887.9762015334
"Cell529","Cell529","Batch1","Group2",61489.7913727244
"Cell530","Cell530","Batch1","Group1",52718.3248960091
"Cell531","Cell531","Batch1","Group2",78327.516250137
"Cell532","Cell532","Batch1","Group2",62076.5985880918
"Cell533","Cell533","Batch1","Group2",59479.9111959611
"Cell534","Cell534","Batch1","Group2",58499.2134795366
"Cell535","Cell535","Batch1","Group1",55038.0637294582
"Cell536","Cell536","Batch1","Group1",55858.0249749791
"Cell537","Cell537","Batch1","Group2",64475.9210583624
"Cell538","Cell538","Batch1","Group2",60690.1304218764
"Cell539","Cell539","Batch1","Group1",74169.0400925799
"Cell540","Cell540","Batch1","Group1",75241.8219481769
"Cell541","Cell541","Batch1","Group2",62937.1371787026
"Cell542","Cell542","Batch1","Group2",61592.5224532688
"Cell543","Cell543","Batch1","Group1",46131.0423424073
"Cell544","Cell544","Batch1","Group1",56472.4519498712
"Cell545","Cell545","Batch1","Group2",51438.3143810517
"Cell546","Cell546","Batch1","Group2",55336.8023136942
"Cell547","Cell547","Batch1","Group1",70603.0675425422
"Cell548","Cell548","Batch1","Group2",49367.9155413141
"Cell549","Cell549","Batch1","Group2",71346.9864494135
"Cell550","Cell550","Batch1","Group1",70736.7616805145
"Cell551","Cell551","Batch1","Group2",48361.3568774894
"Cell552","Cell552","Batch1","Group1",59378.9509723615
"Cell553","Cell553","Batch1","Group2",59018.5920930141
"Cell554","Cell554","Batch1","Group1",88559.3631426285
"Cell555","Cell555","Batch1","Group2",56149.5705646814
"Cell556","Cell556","Batch1","Group2",76355.3155209903
"Cell557","Cell557","Batch1","Group1",70679.2197948842
"Cell558","Cell558","Batch1","Group1",66560.0975867841
"Cell559","Cell559","Batch1","Group1",63210.6062614382
"Cell560","Cell560","Batch1","Group1",62687.1400274322
"Cell561","Cell561","Batch1","Group2",49751.0086910858
"Cell562","Cell562","Batch1","Group1",49232.3716748071
"Cell563","Cell563","Batch1","Group1",37329.2551611297
"Cell564","Cell564","Batch1","Group1",63640.2872816875
"Cell565","Cell565","Batch1","Group2",70267.578057107
"Cell566","Cell566","Batch1","Group1",80259.6322134494
"Cell567","Cell567","Batch1","Group2",82774.4539376909
"Cell568","Cell568","Batch1","Group2",49245.177816623
"Cell569","Cell569","Batch1","Group1",59092.2913266682
"Cell570","Cell570","Batch1","Group1",72054.734046163
"Cell571","Cell571","Batch1","Group1",59700.0244678217
"Cell572","Cell572","Batch1","Group1",65522.910795616
"Cell573","Cell573","Batch1","Group2",88548.0043203948
"Cell574","Cell574","Batch1","Group2",76574.3502636269
"Cell575","Cell575","Batch1","Group2",65296.8907257793
"Cell576","Cell576","Batch1","Group1",56521.0580158685
"Cell577","Cell577","Batch1","Group1",65195.6772837793
"Cell578","Cell578","Batch1","Group2",48298.1739785493
"Cell579","Cell579","Batch1","Group1",59890.858094347
"Cell580","Cell580","Batch1","Group2",46418.8718306162
"Cell581","Cell581","Batch1","Group2",53949.8135958459
"Cell582","Cell582","Batch1","Group2",38504.3935008398
"Cell583","Cell583","Batch1","Group1",79319.3927618174
"Cell584","Cell584","Batch1","Group2",78418.5037028338
"Cell585","Cell585","Batch1","Group2",44095.1652381119
"Cell586","Cell586","Batch1","Group1",106348.145022476
"Cell587","Cell587","Batch1","Group2",35693.1806549635
"Cell588","Cell588","Batch1","Group2",50601.3466691691
"Cell589","Cell589","Batch1","Group1",58788.2577699614
"Cell590","Cell590","Batch1","Group1",36598.3367747987
"Cell591","Cell591","Batch1","Group2",44728.1594172136
"Cell592","Cell592","Batch1","Group2",70303.75369529
"Cell593","Cell593","Batch1","Group2",68740.6020583637
"Cell594","Cell594","Batch1","Group1",68747.7728961589
"Cell595","Cell595","Batch1","Group2",72491.7918696062
"Cell596","Cell596","Batch1","Group1",61551.2288316244
"Cell597","Cell597","Batch1","Group1",51819.6991605104
"Cell598","Cell598","Batch1","Group2",54638.6354176154
"Cell599","Cell599","Batch1","Group1",38706.0118115726
"Cell600","Cell600","Batch1","Group2",58396.1324428166
"Cell601","Cell601","Batch1","Group1",77474.1315812105
"Cell602","Cell602","Batch1","Group1",81232.6837946877
"Cell603","Cell603","Batch1","Group1",61399.025029034
"Cell604","Cell604","Batch1","Group2",44208.1538685503
"Cell605","Cell605","Batch1","Group2",49590.5068819067
"Cell606","Cell606","Batch1","Group2",77013.9851087672
"Cell607","Cell607","Batch1","Group2",52418.3732098077
"Cell608","Cell608","Batch1","Group2",68904.6056903299
"Cell609","Cell609","Batch1","Group1",77834.2850820894
"Cell610","Cell610","Batch1","Group1",78055.218483569
"Cell611","Cell611","Batch1","Group1",63707.3150372625
"Cell612","Cell612","Batch1","Group1",62483.0736727967
"Cell613","Cell613","Batch1","Group2",62108.9576434992
"Cell614","Cell614","Batch1","Group1",47452.9385524482
"Cell615","Cell615","Batch1","Group2",75694.6468730339
"Cell616","Cell616","Batch1","Group2",42888.2280382687
"Cell617","Cell617","Batch1","Group1",45669.6348976825
"Cell618","Cell618","Batch1","Group1",66918.1750343041
"Cell619","Cell619","Batch1","Group1",69868.1741497969
"Cell620","Cell620","Batch1","Group2",57368.555852304
"Cell621","Cell621","Batch1","Group2",57277.7796877932
"Cell622","Cell622","Batch1","Group1",73861.7525351792
"Cell623","Cell623","Batch1","Group1",60883.073200472
"Cell624","Cell624","Batch1","Group1",59825.8279712434
"Cell625","Cell625","Batch1","Group1",68981.5196096287
"Cell626","Cell626","Batch1","Group2",52321.5600025412
"Cell627","Cell627","Batch1","Group2",72811.6659621911
"Cell628","Cell628","Batch1","Group1",73318.8473539741
"Cell629","Cell629","Batch1","Group1",45946.172464668
"Cell630","Cell630","Batch1","Group2",53822.5872917289
"Cell631","Cell631","Batch1","Group2",48186.0184670002
"Cell632","Cell632","Batch1","Group1",56246.3918262297
"Cell633","Cell633","Batch1","Group2",46472.6582774285
"Cell634","Cell634","Batch1","Group1",53096.407028734
"Cell635","Cell635","Batch1","Group1",84462.9053845899
"Cell636","Cell636","Batch1","Group2",56702.7532232829
"Cell637","Cell637","Batch1","Group2",46176.5121788932
"Cell638","Cell638","Batch1","Group2",45749.7438020704
"Cell639","Cell639","Batch1","Group2",56352.450428788
"Cell640","Cell640","Batch1","Group1",48710.4222817599
"Cell641","Cell641","Batch1","Group2",48214.9697428147
"Cell642","Cell642","Batch1","Group2",52601.0745701553
"Cell643","Cell643","Batch1","Group1",52309.071206035
"Cell644","Cell644","Batch1","Group1",59353.3336000818
"Cell645","Cell645","Batch1","Group1",70882.551988613
"Cell646","Cell646","Batch1","Group2",61488.6925116276
"Cell647","Cell647","Batch1","Group2",70967.2864044135
"Cell648","Cell648","Batch1","Group1",78777.9155280016
"Cell649","Cell649","Batch1","Group2",73156.9262531243
"Cell650","Cell650","Batch1","Group1",48892.0974368137
"Cell651","Cell651","Batch1","Group1",56942.3960155424
"Cell652","Cell652","Batch1","Group1",48248.7391335365
"Cell653","Cell653","Batch1","Group1",57297.0273376524
"Cell654","Cell654","Batch1","Group1",47030.093133034
"Cell655","Cell655","Batch1","Group2",65049.7096688383
"Cell656","Cell656","Batch1","Group1",50589.1820193597
"Cell657","Cell657","Batch1","Group1",61379.6253827047
"Cell658","Cell658","Batch1","Group1",53541.3090595003
"Cell659","Cell659","Batch1","Group1",53011.0074330885
"Cell660","Cell660","Batch1","Group2",65260.4089534084
"Cell661","Cell661","Batch1","Group2",55652.1037917236
"Cell662","Cell662","Batch1","Group1",54084.2153795123
"Cell663","Cell663","Batch1","Group2",53943.9147311474
"Cell664","Cell664","Batch1","Group1",55912.0127932617
"Cell665","Cell665","Batch1","Group1",58821.2165230749
"Cell666","Cell666","Batch1","Group2",53059.3560217361
"Cell667","Cell667","Batch1","Group2",52968.4583500955
"Cell668","Cell668","Batch1","Group1",59381.1774916462
"Cell669","Cell669","Batch1","Group2",69590.4240125853
"Cell670","Cell670","Batch1","Group2",80781.4725385348
"Cell671","Cell671","Batch1","Group2",60299.5465269407
"Cell672","Cell672","Batch1","Group1",67521.5489493669
"Cell673","Cell673","Batch1","Group2",55336.4773544143
"Cell674","Cell674","Batch1","Group2",83395.6467573267
"Cell675","Cell675","Batch1","Group1",64465.529416258
"Cell676","Cell676","Batch1","Group2",57871.55422136
"Cell677","Cell677","Batch1","Group2",51726.7153608488
"Cell678","Cell678","Batch1","Group2",46892.1991286178
"Cell679","Cell679","Batch1","Group2",73719.5815544279
"Cell680","Cell680","Batch1","Group1",60437.4363658976
"Cell681","Cell681","Batch1","Group1",51748.0062135864
"Cell682","Cell682","Batch1","Group2",48938.123730128
"Cell683","Cell683","Batch1","Group1",71944.5469454601
"Cell684","Cell684","Batch1","Group2",55443.864121288
"Cell685","Cell685","Batch1","Group1",50179.1395088122
"Cell686","Cell686","Batch1","Group2",42065.738818581
"Cell687","Cell687","Batch1","Group1",58514.3034142823
"Cell688","Cell688","Batch1","Group2",52630.6958798349
"Cell689","Cell689","Batch1","Group1",65256.610790815
"Cell690","Cell690","Batch1","Group1",52076.5007675179
"Cell691","Cell691","Batch1","Group2",63981.3950005674
"Cell692","Cell692","Batch1","Group2",96929.4555916695
"Cell693","Cell693","Batch1","Group2",62105.101884882
"Cell694","Cell694","Batch1","Group1",57621.7630429382
"Cell695","Cell695","Batch1","Group2",73052.3071746627
"Cell696","Cell696","Batch1","Group1",65608.1624419964
"Cell697","Cell697","Batch1","Group2",49126.1452947588
"Cell698","Cell698","Batch1","Group2",30544.6864995768
"Cell699","Cell699","Batch1","Group2",70775.6646554287
"Cell700","Cell700","Batch1","Group2",60141.248472373
"Cell701","Cell701","Batch1","Group1",44785.071586722
"Cell702","Cell702","Batch1","Group1",72947.771164396
"Cell703","Cell703","Batch1","Group2",78708.9154384897
"Cell704","Cell704","Batch1","Group2",75450.843568023
"Cell705","Cell705","Batch1","Group1",60233.5767565985
"Cell706","Cell706","Batch1","Group2",62295.7312397306
"Cell707","Cell707","Batch1","Group1",79489.5189416623
"Cell708","Cell708","Batch1","Group2",63570.7360601556
"Cell709","Cell709","Batch1","Group2",67014.5284466398
"Cell710","Cell710","Batch1","Group1",64651.7911404092
"Cell711","Cell711","Batch1","Group2",73656.5960430191
"Cell712","Cell712","Batch1","Group2",89465.1206013827
"Cell713","Cell713","Batch1","Group1",49671.1928662314
"Cell714","Cell714","Batch1","Group2",61642.0463483459
"Cell715","Cell715","Batch1","Group2",70064.1866662482
"Cell716","Cell716","Batch1","Group1",33499.9670200901
"Cell717","Cell717","Batch1","Group1",56475.1455567957
"Cell718","Cell718","Batch1","Group2",61077.4099698151
"Cell719","Cell719","Batch1","Group2",55392.1517116407
"Cell720","Cell720","Batch1","Group1",78054.3898571676
"Cell721","Cell721","Batch1","Group2",68847.9321730889
"Cell722","Cell722","Batch1","Group1",52296.5629799547
"Cell723","Cell723","Batch1","Group2",50659.9575072675
"Cell724","Cell724","Batch1","Group2",54951.4046593992
"Cell725","Cell725","Batch1","Group1",50581.9257131426
"Cell726","Cell726","Batch1","Group1",45612.043115596
"Cell727","Cell727","Batch1","Group1",79444.2964709851
"Cell728","Cell728","Batch1","Group1",80670.3796498565
"Cell729","Cell729","Batch1","Group1",52898.7318504601
"Cell730","Cell730","Batch1","Group2",71415.5962720525
"Cell731","Cell731","Batch1","Group2",56602.4472774429
"Cell732","Cell732","Batch1","Group1",64240.3233109284
"Cell733","Cell733","Batch1","Group1",78598.5885393077
"Cell734","Cell734","Batch1","Group1",78056.6690930215
"Cell735","Cell735","Batch1","Group1",48364.5108735104
"Cell736","Cell736","Batch1","Group1",56346.3922506111
"Cell737","Cell737","Batch1","Group2",62286.0451884308
"Cell738","Cell738","Batch1","Group2",83234.3971998087
"Cell739","Cell739","Batch1","Group2",62361.2733265912
"Cell740","Cell740","Batch1","Group2",70245.3295266892
"Cell741","Cell741","Batch1","Group2",62277.1635598858
"Cell742","Cell742","Batch1","Group1",53540.1333568654
"Cell743","Cell743","Batch1","Group2",62510.1656877052
"Cell744","Cell744","Batch1","Group2",52161.4535974717
"Cell745","Cell745","Batch1","Group2",49821.3979975753
"Cell746","Cell746","Batch1","Group1",52977.2209197342
"Cell747","Cell747","Batch1","Group1",59278.8093040773
"Cell748","Cell748","Batch1","Group1",53717.3380868764
"Cell749","Cell749","Batch1","Group2",87682.8355674144
"Cell750","Cell750","Batch1","Group1",47718.1440239248
"Cell751","Cell751","Batch1","Group2",52636.0680745677
"Cell752","Cell752","Batch1","Group2",56856.8518018234
"Cell753","Cell753","Batch1","Group1",53956.7783353372
"Cell754","Cell754","Batch1","Group1",56102.3844164444
"Cell755","Cell755","Batch1","Group2",53227.4425393947
"Cell756","Cell756","Batch1","Group1",57225.7787902434
"Cell757","Cell757","Batch1","Group1",74124.8100871273
"Cell758","Cell758","Batch1","Group1",72535.3476210933
"Cell759","Cell759","Batch1","Group2",67534.8994764507
"Cell760","Cell760","Batch1","Group2",74431.0513508575
"Cell761","Cell761","Batch1","Group1",80738.3588642442
"Cell762","Cell762","Batch1","Group1",94816.2391132148
"Cell763","Cell763","Batch1","Group1",92600.4958641373
"Cell764","Cell764","Batch1","Group1",60987.1948366908
"Cell765","Cell765","Batch1","Group2",54135.8854505459
"Cell766","Cell766","Batch1","Group2",71964.5975096721
"Cell767","Cell767","Batch1","Group2",58593.3640083451
"Cell768","Cell768","Batch1","Group2",46027.0943815215
"Cell769","Cell769","Batch1","Group1",72368.8728526588
"Cell770","Cell770","Batch1","Group1",62584.1851940059
"Cell771","Cell771","Batch1","Group1",57532.0305841151
"Cell772","Cell772","Batch1","Group2",55688.611758366
"Cell773","Cell773","Batch1","Group2",36490.2149598958
"Cell774","Cell774","Batch1","Group2",50932.5188747874
"Cell775","Cell775","Batch1","Group2",55782.6770794706
"Cell776","Cell776","Batch1","Group2",57612.6807524132
"Cell777","Cell777","Batch1","Group1",75690.8881450399
"Cell778","Cell778","Batch1","Group1",64056.7515466843
"Cell779","Cell779","Batch1","Group2",59460.6775860897
"Cell780","Cell780","Batch1","Group1",61635.3051793609
"Cell781","Cell781","Batch1","Group1",63195.9299550896
"Cell782","Cell782","Batch1","Group1",67064.9377996334
"Cell783","Cell783","Batch1","Group1",70960.4346589367
"Cell784","Cell784","Batch1","Group1",72946.2261649407
"Cell785","Cell785","Batch1","Group1",57264.6356896009
"Cell786","Cell786","Batch1","Group1",58732.6557305247
"Cell787","Cell787","Batch1","Group2",65248.8130750669
"Cell788","Cell788","Batch1","Group1",54326.1245778154
"Cell789","Cell789","Batch1","Group1",37489.4920177717
"Cell790","Cell790","Batch1","Group2",83606.4628686287
"Cell791","Cell791","Batch1","Group2",69700.3745797224
"Cell792","Cell792","Batch1","Group2",50197.6665001553
"Cell793","Cell793","Batch1","Group2",54222.6432019268
"Cell794","Cell794","Batch1","Group2",65382.33529154
"Cell795","Cell795","Batch1","Group2",61985.0432593125
"Cell796","Cell796","Batch1","Group1",47398.4383019865
"Cell797","Cell797","Batch1","Group1",53168.4655953866
"Cell798","Cell798","Batch1","Group1",64096.4254645051
"Cell799","Cell799","Batch1","Group2",48800.8586600857
"Cell800","Cell800","Batch1","Group1",73781.9599869416
"Cell801","Cell801","Batch1","Group1",79138.9545039131
"Cell802","Cell802","Batch1","Group2",50295.7043856436
"Cell803","Cell803","Batch1","Group1",55625.5748372631
"Cell804","Cell804","Batch1","Group2",64518.9670723772
"Cell805","Cell805","Batch1","Group2",53069.0839120563
"Cell806","Cell806","Batch1","Group2",62024.8787476904
"Cell807","Cell807","Batch1","Group2",77162.2900224866
"Cell808","Cell808","Batch1","Group1",67388.2179456732
"Cell809","Cell809","Batch1","Group2",56457.4892520446
"Cell810","Cell810","Batch1","Group1",73126.9049746685
"Cell811","Cell811","Batch1","Group2",46576.0826557668
"Cell812","Cell812","Batch1","Group1",52385.4388610803
"Cell813","Cell813","Batch1","Group2",50405.7301797786
"Cell814","Cell814","Batch1","Group1",33979.5120191664
"Cell815","Cell815","Batch1","Group1",61873.0675215527
"Cell816","Cell816","Batch1","Group1",70960.3182755714
"Cell817","Cell817","Batch1","Group2",57277.1209195755
"Cell818","Cell818","Batch1","Group1",61196.5337143337
"Cell819","Cell819","Batch1","Group1",50329.5922774301
"Cell820","Cell820","Batch1","Group2",48613.0073959089
"Cell821","Cell821","Batch1","Group2",58460.9418533417
"Cell822","Cell822","Batch1","Group2",60731.9653903505
"Cell823","Cell823","Batch1","Group1",58131.0821889016
